1 0:2.2 1:1.1 2:1.1 3:1.3 4:0.60058 5:0.6842 6:0.67103206668 7:0.7474958444900001 8:0.8000717209999999
0 0:1.22011385199241 1:0.3927893738140417 2:2.132827324478178 3:1.829222011385199 4:0.544981783681 5:0.605944971537 6:0.5952768963390001 7:0.727825101723 8:0.810448423274
1 0:1.352941176470588 1:2 2:1.882352941176471 3:1.058823529411765 4:0.621082352941 5:0.668864705882 6:0.635007962441 7:0.752527685288 8:0.797759035747
1 0:1.886792452830189 1:1.169811320754717 2:1.245283018867924 3:1.245283018867924 4:0.612326415094 5:0.6361905660379999 6:0.665875355942 7:0.753599037577 8:0.8016930502189999
0 0:0.9130434782608695 1:0.7826086956521739 2:2.347826086956522 3:2.173913043478261 4:0.597456521739 5:0.622639130435 6:0.593689181352 7:0.7121729628300001 8:0.7863991750480001
1 0:1.69198088157196 1:1.012214551248009 2:1.660116834838024 3:1.299522039298991 4:0.566619437069 5:0.635233616569 6:0.619991223542 7:0.722192177456 8:0.8194501653749999
1 0:1.759638554216868 1:1.441566265060241 2:1.38855421686747 3:1.267469879518072 4:0.527934518072 5:0.590577951807 6:0.562416561852 7:0.693003515122 8:0.804554157159
1 0:1.571428571428571 1:1.142857142857143 2:1.428571428571429 3:1.142857142857143 4:0.631914285714 5:0.679014285714 6:0.640364937186 7:0.851262922757 8:0.9118726611570001
0 0:1.604938271604938 1:0.7283950617283951 2:2.030864197530864 3:1.45679012345679 4:0.557415432099 5:0.666337654321 6:0.622780083073 7:0.738429479107 8:0.83969213279
0 0:1.770114942528736 1:0.8735632183908046 2:1.747126436781609 3:1.390804597701149 4:0.577240229885 5:0.617532183908 6:0.614660258447 7:0.7328514208470001 8:0.799654189705
0 0:1.785714285714286 1:0.8095238095238095 2:1.5 3:1.357142857142857 4:0.591873809524 5:0.6942452380949999 6:0.5747031596600001 7:0.730730799633 8:0.864769442579
1 0:0.8378378378378378 1:0.4594594594594595 2:2.675675675675676 3:1.837837837837838 4:0.569354054054 5:0.755505405405 6:0.6709761659269999 7:0.796890575354 8:0.8937281149349999
0 0:1.344827586206897 1:0.3103448275862069 2:1.931034482758621 3:1.758620689655172 4:0.611451724138 5:0.673255172414 6:0.6559385557999999 7:0.7518971647 8:0.852090650579
0 0:0.8939393939393939 1:0.1515151515151515 2:2.166666666666667 3:2.075757575757576 4:0.506553030303 5:0.5846454545449999 6:0.567248618559 7:0.711313558058 8:0.7869308387620001
1 0:1.166666666666667 1:1.083333333333333 2:1.916666666666667 3:1.25 4:0.5494250000000001 5:0.7707583333329999 6:0.8433799160750001 7:0.865880647125 8:0.883735994392
0 0:1.579861111111111 1:0.5138888888888888 2:1.972222222222222 3:1.541666666666667 4:0.569529861111 5:0.6271954861110001 6:0.6094963239019999 7:0.717381069683 8:0.823045489561
0 0:1 1:0.4 2:2.4 3:1.4 4:0.58448 5:0.5606 6:0.65445224244 7:0.75684643088 8:0.9069419306200001
1 0:1.095238095238095 1:0.5 2:2.440476190476191 3:1.761904761904762 4:0.604932142857 5:0.670355952381 6:0.656131930798 7:0.7646597879100001 8:0.849864611598
0 0:1.977544910179641 1:0.9738023952095808 2:1.764221556886228 3:1.184880239520958 4:0.546908607784 5:0.610743637725 6:0.593155755509 7:0.7082579928560001 8:0.8117074236409999
0 0:1.655172413793103 1:0.4827586206896552 2:1.758620689655172 3:1.931034482758621 4:0.565796551724 5:0.572206896552 6:0.57918232279 7:0.627838363455 8:0.735673911472
0 0:0.9166666666666666 1:0.8333333333333334 2:1.916666666666667 3:1.666666666666667 4:0.628383333333 5:0.599266666667 6:0.7011387888580001 7:0.711103543983 8:0.79606291235
1 0:1.792692613185068 1:1.422557585385226 2:1.634630659253376 3:1.10087370929309 4:0.551060444797 5:0.6190291501189999 6:0.608012290577 7:0.708814082548 8:0.8094164955650001
0 0:1.646017699115044 1:0.7168141592920354 2:1.973451327433628 3:1.230088495575221 4:0.546055752212 5:0.596603539823 6:0.6041904576730001 7:0.704252858394 8:0.827913214301
1 0:1.683333333333333 1:0.7166666666666667 2:1.566666666666667 3:1.383333333333333 4:0.570395 5:0.6872550000000001 6:0.6465652543020001 7:0.7660537933120001 8:0.850475696683
1 0:1.244635193133047 1:1.025751072961373 2:1.811158798283262 3:1.613733905579399 4:0.575386266094 5:0.625765665236 6:0.626487339733 7:0.718835095939 8:0.805223210117
0 0:1.212376933895921 1:0.2812939521800281 2:2.243319268635724 3:1.841068917018284 4:0.554584247539 5:0.627547960619 6:0.600520557134 7:0.7161937024089999 8:0.8157642533380001
1 0:1.865168539325843 1:1.5 2:1.00561797752809 3:1.359550561797753 4:0.5380640449440001 5:0.61793988764 6:0.570797290398 7:0.7129487987950001 8:0.815102776201
0 0:1.315789473684211 1:0.4912280701754386 2:1.666666666666667 3:1.859649122807018 4:0.557414035088 5:0.57160877193 6:0.469427690107 7:0.5888050631790001 8:0.781253068021
1 0:1.769230769230769 1:1.384615384615385 2:1.538461538461539 3:0.8461538461538461 4:0.6176846153850001 5:0.629138461538 6:0.599920115977 7:0.635798283808 8:0.782677864054
0 0:1.211111111111111 1:0.4666666666666667 2:2.188888888888889 3:1.744444444444444 4:0.584756666667 5:0.65771 6:0.692474827538 7:0.778928768086 8:0.8459742230159999
0 0:1.846153846153846 1:0.717948717948718 2:1.333333333333333 3:1.564102564102564 4:0.542341025641 5:0.596212820513 6:0.624786088 7:0.722974347531 8:0.819743420054
0 0:1.969879518072289 1:1.012048192771084 2:0.8072289156626506 3:1.632530120481928 4:0.527074096386 5:0.5556427710840001 6:0.549668667283 7:0.6793091193880001 8:0.8068819974629999
1 0:1 1:0.1764705882352941 2:2.441176470588236 3:1.529411764705882 4:0.527526470588 5:0.652044117647 6:0.5759774498 7:0.6960711433910001 8:0.7960952593680001
0 0:1.1 1:0.9 2:1.3 3:2 4:0.585 5:0.6042999999999999 6:0.6280093576 7:0.6649779912 8:0.80546310831
1 0:1.523809523809524 1:1.380952380952381 2:2.095238095238095 3:1.095238095238095 4:0.533661904762 5:0.5270333333330001 6:0.54662571989 7:0.646644023914 8:0.764044317357
0 0:1.643410852713178 1:0.8217054263565892 2:1.720930232558139 3:1.248062015503876 4:0.596949612403 5:0.6706589147290001 6:0.7114861985340001 7:0.786354419526 8:0.8462475717820001
1 0:1.56 1:0.76 2:1.64 3:1.36 4:0.5000640000000001 5:0.67928 6:0.603250377068 7:0.795393311164 8:0.8528644688600001
0 0:2.113636363636364 1:1.053030303030303 2:1.234848484848485 3:1.181818181818182 4:0.574953787879 5:0.646903787879 6:0.661361170348 7:0.771120992104 8:0.8413521673250001
1 0:0.7142857142857143 1:1.571428571428571 2:1.714285714285714 3:1.142857142857143 4:0.583657142857 5:0.605842857143 6:0.369374343143 7:0.590140231929 8:0.7650677853569999
0 0:1.650306748466258 1:0.8865030674846626 2:1.877300613496933 3:1.414110429447853 4:0.565948466258 5:0.609753680982 6:0.602151796303 7:0.7055819661499999 8:0.796579756253
0 0:1.375 1:0.125 2:2.5 3:1.75 4:0.5640500000000001 5:0.5593375 6:0.57977710315 7:0.5800535599000001 8:0.7274748360879999
1 0:1 1:0.6 2:1.6 3:2.2 4:0.55218 5:0.55618 6:0.64704127804 7:0.73650414012 8:0.84927109306
1 0:1.820689655172414 1:0.9724137931034482 2:1.772413793103448 3:1.096551724137931 4:0.573611724138 5:0.6681448275859999 6:0.63457509529 7:0.7546934635879999 8:0.846555659394
1 0:2 1:0.5 2:2 3:1.166666666666667 4:0.597666666667 5:0.8590166666670001 6:0.7265821071999999 7:0.827061529733 8:0.970140299733
0 0:1.689254598257502 1:1.004840271055179 2:1.343659244917715 3:1.577928363988383 4:0.567785963214 5:0.617863310745 6:0.5933296782850001 7:0.7119047749420001 8:0.810607980627
1 0:2.266666666666667 1:1 2:1.6 3:1.133333333333333 4:0.613646666667 5:0.639106666667 6:0.769689722053 7:0.7817683996670001 8:0.7932497101270001
0 0:1.222222222222222 1:1.444444444444444 2:1.611111111111111 3:1.055555555555556 4:0.589894444444 5:0.604911111111 6:0.576902406267 7:0.658419115506 8:0.805421591711
1 0:1.786885245901639 1:1.327868852459016 2:1.245901639344262 3:1.409836065573771 4:0.515001639344 5:0.586752459016 6:0.572771239646 7:0.694038207967 8:0.8103881401299999
1 0:1.65625 1:1.34375 2:2.5 3:1.34375 4:0.608453125 5:0.68313125 6:0.745919305219 7:0.833728130675 8:0.867752966572
1 0:1.483870967741935 1:0.8451612903225807 2:2.006451612903226 3:1.516129032258065 4:0.5789464516130001 5:0.6632851612899999 6:0.637395816888 7:0.7510368638770001 8:0.830966250023
1 0:1.411764705882353 1:0.8823529411764706 2:2.235294117647059 3:1.5 4:0.5881999999999999 5:0.657961764706 6:0.6237538227939999 7:0.7655183113940001 8:0.826504742162
1 0:1.904761904761905 1:0.8 2:1.606349206349206 3:1.231746031746032 4:0.590378412698 5:0.669186349206 6:0.6690927298879999 7:0.7544738481479999 8:0.843137871754
0 0:1.471264367816092 1:0.6666666666666666 2:1.390804597701149 3:2.126436781609196 4:0.559675862069 5:0.623651724138 6:0.6204972351470001 7:0.759185654802 8:0.830940059485
1 0:1.071428571428571 1:0.7857142857142857 2:1.428571428571429 3:2 4:0.555128571429 5:0.631678571429 6:0.664190181571 7:0.720100567693 8:0.858226724757
1 0:1.833333333333333 1:1.5 2:2.083333333333333 3:0.8333333333333334 4:0.516833333333 5:0.73695 6:0.685107504542 7:0.7662041739830001 8:0.907178255925
0 0:1.813333333333333 1:0.6133333333333333 2:1.746666666666667 3:1.493333333333333 4:0.5672133333330001 5:0.675318666667 6:0.660232139012 7:0.7674375288609999 8:0.858380670219
1 0:1.806474820143885 1:0.9381294964028777 2:1.428776978417266 3:1.541007194244604 4:0.5759570503600001 5:0.653298489209 6:0.637866703129 7:0.746985992793 8:0.835100986438
1 0:0.625 1:0.375 2:2.625 3:1.375 4:0.5721000000000001 5:0.663375 6:0.513063494637 7:0.6854062779000001 8:0.774819062237
1 0:2.416058394160584 1:1.248175182481752 2:1.233576642335766 3:0.7299270072992701 4:0.5736430656930001 5:0.665856934307 6:0.636588936532 7:0.747284713995 8:0.849820029079
0 0:1.027777777777778 1:0.6944444444444444 2:2.138888888888889 3:1.555555555555556 4:0.5913916666669999 5:0.725138888889 6:0.6510945831329999 7:0.791330388989 8:0.869952959811
0 0:1.4 1:0.8 2:1.6 3:1.6 4:0.5125999999999999 5:0.54588 6:0.54439837472 7:0.6881552620999999 8:0.8288712408200001
0 0:1.642857142857143 1:1 2:1.414285714285714 3:1.671428571428571 4:0.564458571429 5:0.593194285714 6:0.6083676767399999 7:0.6977056097159999 8:0.792077457359
0 0:1.3 1:0.75 2:2.35 3:1.35 4:0.5753550000000001 5:0.645695 6:0.63137893619 7:0.7322325853399999 8:0.80238335719
0 0:1.777777777777778 1:0.6111111111111112 2:1.722222222222222 3:1.555555555555556 4:0.581005555556 5:0.5994055555560001 6:0.6660009303 7:0.775890612656 8:0.7957752331669999
0 0:1.380952380952381 1:0.8095238095238095 2:1.476190476190476 3:1.695238095238095 4:0.587552380952 5:0.6468504761899999 6:0.624314597632 7:0.7090757585100002 8:0.810419907888
0 0:1.625 1:1.027777777777778 2:1.694444444444444 3:1.388888888888889 4:0.592083333333 5:0.6064375 6:0.6414992599620001 7:0.727828684893 8:0.7911394098260001
0 0:0.9090909090909091 1:0.09090909090909091 2:2.454545454545455 3:2.181818181818182 4:0.537881818182 5:0.5659727272730001 6:0.577103288864 7:0.670624053809 8:0.795894021945
1 0:1.5 1:0.9 2:2.1 3:1.5 4:0.58728 5:0.76449 6:0.72347161942 7:0.84475551759 8:0.8639348046899999
1 0:1.95 1:0.2 2:2.2 3:1.35 4:0.594375 5:0.779065 6:0.75219295411 7:0.83057584572 8:0.910186151385
1 0:1 1:0.875 2:2.25 3:1 4:0.580175 5:0.681875 6:0.6886108289380001 7:0.73274809925 8:0.8581263274500001
0 0:1.69620253164557 1:0.4556962025316456 2:1.772151898734177 3:1.79746835443038 4:0.555053164557 5:0.582783544304 6:0.606207663203 7:0.6931081682960001 8:0.8037671202860001
0 0:1.026315789473684 1:0.2368421052631579 2:1.947368421052632 3:1.868421052631579 4:0.571152631579 5:0.658278947368 6:0.638504916137 7:0.7613800581 8:0.865749467808
0 0:1.441176470588235 1:1.117647058823529 2:2.264705882352941 3:1.382352941176471 4:0.546091176471 5:0.606008823529 6:0.631665381082 7:0.73573533485 8:0.8123765003710001
0 0:1.2 1:0.6 2:2 3:1.6 4:0.5526399999999999 5:0.59868 6:0.7066257272200001 7:0.7946288515600001 8:0.8099228153
0 0:1.866666666666667 1:0.9 2:1.4 3:1.1 4:0.5784600000000001 5:0.6302666666669999 6:0.57860648105 7:0.70157669478 8:0.803365294837
1 0:1.72 1:1.2 2:1.2 3:1.2 4:0.608428 5:0.659964 6:0.725227260136 7:0.805502554876 8:0.847358743496
0 0:1.272727272727273 1:1.272727272727273 2:2.272727272727273 3:1 4:0.637854545455 5:0.591563636364 6:0.590485424918 7:0.7191409430820001 8:0.7870581798999999
1 0:1.645161290322581 1:0.8951612903225806 2:1.491935483870968 3:1.475806451612903 4:0.602916935484 5:0.660399193548 6:0.654867514621 7:0.751641213246 8:0.835764223492
1 0:2.047534165181224 1:1.271538918597742 2:1.32739156268568 3:1.171122994652406 4:0.559144682115 5:0.625391622103 6:0.614609581893 7:0.727139526911 8:0.823295200889
0 0:1.751322751322751 1:0.7407407407407407 2:1.857142857142857 3:1.227513227513227 4:0.576003174603 5:0.6253825396829999 6:0.601717115417 7:0.718371227207 8:0.816091145451
1 0:1.698412698412698 1:0.6031746031746031 2:1.761904761904762 3:1.650793650793651 4:0.551755555556 5:0.6455349206350001 6:0.649764307432 7:0.748940778997 8:0.8330290846539999
0 0:1.047619047619048 1:0.2761904761904762 2:3.152380952380952 3:1.304761904761905 4:0.576656190476 5:0.626080952381 6:0.583733823204 7:0.712694781215 8:0.8131955016410001
1 0:1.643192488262911 1:1.2018779342723 2:1.427230046948357 3:1.704225352112676 4:0.5733596244129999 5:0.641954460094 6:0.59661521705 7:0.705284414233 8:0.8066685558310001
0 0:1.265625 1:0.5546875 2:2.0859375 3:1.7890625 4:0.57869375 5:0.6558070312499999 6:0.652470011444 7:0.7461954553460001 8:0.8349951819689999
0 0:1 1:0.3928571428571428 2:2.339285714285714 3:1.625 4:0.573744642857 5:0.621032142857 6:0.570481674814 7:0.718492376348 8:0.8150307444380001
1 0:1.532467532467533 1:1.644155844155844 2:1.545454545454545 3:1.361038961038961 4:0.547644935065 5:0.642527012987 6:0.5996148409440001 7:0.7218377540800001 8:0.832832227794
0 0:0.9310344827586207 1:0.2413793103448276 2:2.241379310344827 3:1.931034482758621 4:0.546620689655 5:0.654827586207 6:0.6549778266790001 7:0.745001528466 8:0.831411596469
1 0:1.730769230769231 1:0.4615384615384616 2:1.769230769230769 3:1.538461538461539 4:0.6076 5:0.674357692308 6:0.5698842850770001 7:0.7507256008959999 8:0.851596067415
1 0:1.512820512820513 1:1.025641025641026 2:1.846153846153846 3:1.538461538461539 4:0.566174358974 5:0.603112820513 6:0.6144637144789999 7:0.6928810676100001 8:0.799561925351
0 0:1.722222222222222 1:0.6666666666666666 2:1.833333333333333 3:1.666666666666667 4:0.5476388888889999 5:0.541394444444 6:0.560045385678 7:0.707842218078 8:0.7599498987559999
0 0:1.4 1:0.36 2:2.2 3:1.68 4:0.540456 5:0.630184 6:0.6484517037600001 7:0.7377741404279999 8:0.793041724384
0 0:1.4 1:1.2 2:1.8 3:0.8 4:0.54194 5:0.5385 6:0.34410010156 7:0.5752971958199999 8:0.63099839936
0 0:1.291666666666667 1:1.208333333333333 2:1.791666666666667 3:1.541666666666667 4:0.523566666667 5:0.5825625 6:0.586203327492 7:0.7362909426500001 8:0.826915317408
0 0:1.463414634146341 1:0.1707317073170732 2:1.341463414634146 3:2.585365853658537 4:0.499841463415 5:0.500109756098 6:0.459978287754 7:0.59354756912 8:0.754483716566
1 0:2.004950495049505 1:1.128712871287129 2:1.368811881188119 3:1.121287128712871 4:0.570332425743 5:0.6392264851489999 6:0.6173649772150001 7:0.737392354122 8:0.8226307230769999
1 0:0.8888888888888888 1:0.6666666666666666 2:2.777777777777778 3:1.111111111111111 4:0.5787666666669999 5:0.7169 6:0.655126324044 7:0.7746926548440001 8:0.8799976401
1 0:1.552941176470588 1:0.7176470588235294 2:2.035294117647059 3:1.588235294117647 4:0.560829411765 5:0.645657647059 6:0.6060508683160001 7:0.682337102261 8:0.811768761804
1 0:1.84452296819788 1:1.226148409893993 2:1.657243816254417 3:1.31095406360424 4:0.598549116608 5:0.637597526502 6:0.636202151427 7:0.726515880885 8:0.8225475185979999
0 0:1.227272727272727 1:0.5 2:2.5 3:1.772727272727273 4:0.567004545455 5:0.672236363636 6:0.655245804623 7:0.772460260327 8:0.8456355094499999
1 0:1.384615384615385 1:1.384615384615385 2:2 3:1 4:0.579469230769 5:0.7512846153849999 6:0.7443474727079999 7:0.7514666517380001 8:0.8478260239000001
0 0:1.639344262295082 1:1.295081967213115 2:1.245901639344262 3:1.360655737704918 4:0.561093442623 5:0.574373770492 6:0.582504445666 7:0.708841298177 8:0.7647930925249999
1 0:1.603092783505155 1:0.9020618556701031 2:1.417525773195876 3:1.634020618556701 4:0.567031443299 5:0.6401201030929999 6:0.6063734197089999 7:0.7262045936530001 8:0.8294942897840001
0 0:1.848011782032401 1:0.8438880706921944 2:1.757290132547864 3:1.283652430044183 4:0.560871958763 5:0.637019381443 6:0.607210089428 7:0.7218304511110001 8:0.821310712344
1 0:1.173913043478261 1:1.608695652173913 2:1.521739130434783 3:1 4:0.5623260869569999 5:0.6274956521739999 6:0.694644998474 7:0.8056877098649999 8:0.8440838375480001
0 0:1.573170731707317 1:0.7073170731707317 2:1.823170731707317 3:1.48780487804878 4:0.593568902439 5:0.646485365854 6:0.651184383229 7:0.740715958054 8:0.838637014377
0 0:1.787037037037037 1:1.388888888888889 2:1.203703703703704 3:1.12962962962963 4:0.5767731481480001 5:0.589482407407 6:0.600978660697 7:0.695966149993 8:0.806492440282
0 0:1.461538461538461 1:0.4615384615384616 2:2.230769230769231 3:1.153846153846154 4:0.569796153846 5:0.705892307692 6:0.591816489915 7:0.7387471112649999 8:0.8778021415649999
0 0:1.227642276422764 1:0.5040650406504065 2:2.048780487804878 3:1.658536585365854 4:0.550736585366 5:0.6266707317069999 6:0.584000116621 7:0.6976054399250001 8:0.8057709575399999
1 0:1.348484848484848 1:0.5454545454545454 2:2.272727272727273 3:1.439393939393939 4:0.56298030303 5:0.666825757576 6:0.645241768035 7:0.764627383586 8:0.863216178079
0 0:1.334620334620335 1:0.6833976833976834 2:2.021879021879022 3:1.526383526383526 4:0.568690990991 5:0.653317374517 6:0.609365004292 7:0.734220794049 8:0.832143462769
1 0:1.298245614035088 1:0.8070175438596491 2:1.964912280701754 3:1.403508771929824 4:0.561438596491 5:0.686189473684 6:0.601033902091 7:0.751061720235 8:0.8413213126019999
0 0:1.915254237288136 1:1.033898305084746 2:2.067796610169491 3:1.152542372881356 4:0.553823728814 5:0.588772881356 6:0.612996176312 7:0.721273842005 8:0.792288506015
1 0:2.3 1:1.05 2:1.95 3:0.65 4:0.606205 5:0.62446 6:0.5520998207100001 7:0.686821613275 8:0.773718256535
0 0:2 1:1.2 2:1.4 3:1.2 4:0.5465399999999999 5:0.6599 6:0.77039246468 7:0.9211909379000001 8:0.9403182811599999
0 0:1.476190476190476 1:0.6190476190476191 2:2 3:1.904761904761905 4:0.572828571429 5:0.5886 6:0.600770088252 7:0.682717189433 8:0.7902668026999999
0 0:1.19047619047619 1:0.2380952380952381 2:1.880952380952381 3:2.285714285714286 4:0.561423809524 5:0.6442166666669999 6:0.5829185795139999 7:0.7678342582430001 8:0.846645278988
1 0:1.2 1:0.8 2:1.6 3:1.2 4:0.6151800000000001 5:0.59314 6:0.57160802782 7:0.7573413980600001 8:0.8539532736
1 0:0.7027027027027027 1:0.1621621621621622 2:2.648648648648649 3:1.837837837837838 4:0.577762162162 5:0.665218918919 6:0.6745085560189999 7:0.7084280073729999 8:0.806649447722
1 0:1.626168224299065 1:0.9439252336448598 2:1.962616822429907 3:1.261682242990654 4:0.573075700935 5:0.633091588785 6:0.61570233414 7:0.7285518700660001 8:0.8428010168800001
0 0:1.136363636363636 1:0.9090909090909091 2:1.545454545454545 3:1.5 4:0.548313636364 5:0.536013636364 6:0.540422322768 7:0.632255944336 8:0.801421180373
0 0:1.65 1:1.2 2:1.8 3:1.2 4:0.600245 5:0.581325 6:0.54593431604 7:0.798073825675 8:0.8294948941150001
0 0:1.828209764918626 1:1 2:1.801084990958409 3:1.050632911392405 4:0.554271518987 5:0.625659312839 6:0.614151412061 7:0.7256287363320001 8:0.8195153311709999
0 0:1.1 1:1 2:1.9 3:1.6 4:0.62226 5:0.58297 6:0.49275941144 7:0.53805183612 8:0.72511643119
0 0:1.277777777777778 1:0.2222222222222222 2:2.333333333333333 3:1.833333333333333 4:0.5937888888889999 5:0.622594444444 6:0.600095957178 7:0.714351830478 8:0.852708861311
1 0:0.95 1:0.5 2:2.45 3:1.95 4:0.599015 5:0.720985 6:0.6954538161399999 7:0.803422599805 8:0.8890743989899998
1 0:1.327659574468085 1:0.723404255319149 2:1.838297872340426 3:1.612765957446809 4:0.585329361702 5:0.664048510638 6:0.6423858545059999 7:0.75284482205 8:0.848880824014
0 0:1.170212765957447 1:0.3297872340425532 2:1.936170212765957 3:1.808510638297872 4:0.552578723404 5:0.608372340426 6:0.572119547489 7:0.7128455105410001 8:0.786560548928
0 0:1.142857142857143 1:0.2857142857142857 2:2.714285714285714 3:0.5714285714285714 4:0.634542857143 5:0.777485714286 6:0.874548500714 7:0.875998311414 8:0.8906432903
0 0:1.349593495934959 1:0.2845528455284553 2:2.276422764227642 3:2.105691056910569 4:0.523308943089 5:0.61578699187 6:0.5815469902830001 7:0.6987943395049999 8:0.823344494146
0 0:1.676056338028169 1:0.7746478873239436 2:2.140845070422535 3:1.549295774647887 4:0.557350704225 5:0.5670323943659999 6:0.589178358238 7:0.666181223306 8:0.7834552130750001
0 0:1.5 1:0.4166666666666667 2:2.027777777777778 3:1.722222222222222 4:0.574677777778 5:0.582736111111 6:0.621613388939 7:0.710626857583 8:0.799521624894
0 0:1.809859154929577 1:1.035211267605634 2:1.042253521126761 3:1.647887323943662 4:0.5579823943659999 5:0.565308450704 6:0.593947318908 7:0.694194397696 8:0.7654969707279999
0 0:1.081395348837209 1:0.1589147286821705 2:1.779069767441861 3:2.298449612403101 4:0.550990310078 5:0.564406589147 6:0.5764356368670001 7:0.686651549409 8:0.7960343275640001
0 0:1.666666666666667 1:0.71875 2:1.53125 3:1.479166666666667 4:0.5540916666669999 5:0.620232291667 6:0.594477939415 7:0.7152620423229999 8:0.81103702699
0 0:1.934389140271493 1:0.920814479638009 2:1.705882352941176 3:1.260180995475113 4:0.543866289593 5:0.6256585972850001 6:0.585498241238 7:0.717175654634 8:0.813710263951
0 0:1.428571428571429 1:0.8198757763975155 2:1.515527950310559 3:1.77639751552795 4:0.5398813664600001 5:0.570081987578 6:0.544041797322 7:0.662965102425 8:0.783127073089
0 0:1.235294117647059 1:0.2941176470588235 2:1.764705882352941 3:2.156862745098039 4:0.562621568627 5:0.643958823529 6:0.646399079996 7:0.7620539015019999 8:0.838408032896
0 0:1.520504731861199 1:0.5047318611987381 2:2.451104100946372 3:1.274447949526814 4:0.565675078864 5:0.6315271293379999 6:0.634473908467 7:0.728597148637 8:0.816529677873
1 0:1.909090909090909 1:1 2:1.727272727272727 3:1 4:0.596090909091 5:0.698572727273 6:0.7950584779359999 7:0.844795995327 8:0.8668462490090001
0 0:1.17910447761194 1:0.4776119402985075 2:1.91044776119403 3:1.582089552238806 4:0.587646268657 5:0.662892537313 6:0.652272504864 7:0.781233153416 8:0.8549618469660001
1 0:1.113475177304964 1:0.6737588652482269 2:2.652482269503546 3:1.382978723404255 4:0.570259574468 5:0.6635177304959999 6:0.637993454336 7:0.7144727476360001 8:0.831713408223
1 0:1.588235294117647 1:1.058823529411765 2:1.294117647058824 3:1.647058823529412 4:0.547770588235 5:0.570270588235 6:0.759349554294 7:0.804268223124 8:0.8375198269290001
0 0:1.489795918367347 1:0.4489795918367347 2:1.877551020408163 3:1.816326530612245 4:0.576816326531 5:0.6413142857140001 6:0.6223055784330001 7:0.740233723 8:0.827268379876
0 0:1.716666666666667 1:0.6666666666666666 2:1.583333333333333 3:1.616666666666667 4:0.5655816666669999 5:0.6677216666669999 6:0.638708457745 7:0.7495113943070001 8:0.863656545952
0 0:1.61695028361695 1:0.8274941608274942 2:1.874541207874541 3:1.467467467467467 4:0.589599733066 5:0.638983783784 6:0.63935482319 7:0.738896886107 8:0.8222867402130001
1 0:1.063291139240506 1:0.5189873417721519 2:2.139240506329114 3:1.708860759493671 4:0.5958025316459999 5:0.713388607595 6:0.6187202826630001 7:0.768407874346 8:0.8734022479469999
1 0:1.780487804878049 1:1.292682926829268 2:1.829268292682927 3:0.9024390243902439 4:0.574082926829 5:0.62377804878 6:0.5838086454070001 7:0.7160206577930001 8:0.801620310407
1 0:1.360215053763441 1:0.8467741935483871 2:1.975806451612903 3:1.698924731182796 4:0.546941129032 5:0.6583247311829999 6:0.606537635734 7:0.739039700871 8:0.832553498035
0 0:1.705882352941176 1:0.7647058823529411 2:2.176470588235294 3:1.352941176470588 4:0.554847058824 5:0.6437 6:0.6127590629 7:0.7945310929709999 8:0.8221457814000001
